x,y,z,nx,ny,nz
-21.774527,17.652415,-4.568751,0.000000,0.000000,-1.000000
28.038461,-12.711056,-3.678456,0.903989,-0.427555,0.000000
-0.495530,-17.451780,4.568751,-0.000000,0.000000,1.000000
6.170556,16.485143,4.568751,0.000000,-0.000000,1.000000
2.996940,12.009067,-4.568751,0.000000,0.000000,-1.000000
-11.567244,-11.651015,4.568751,0.000000,-0.000000,1.000000
7.621243,18.582414,1.942157,-0.098017,0.995185,0.000000
26.886190,-12.552900,4.568751,0.000000,-0.000000,1.000000
5.008317,-8.210298,4.568751,-0.000000,-0.000000,1.000000
30.718429,2.032283,-0.450532,0.998795,0.049067,-0.000000
2.910135,-8.320211,2.638772,-0.290285,0.956940,0.000000
28.819020,-10.824807,-0.733327,0.941544,-0.336890,0.000000
-12.956649,-27.922304,1.480302,-0.427555,-0.903989,0.000000
-5.317431,-7.028845,3.501027,0.634393,0.773011,0.000000
-19.718258,-0.525200,3.909679,-0.995185,0.098017,0.000000
-25.558196,8.984528,-4.568751,0.000000,0.000000,-1.000000
6.604606,-25.376627,2.847355,0.098017,0.995185,0.000000
14.935971,-5.808198,-4.568751,0.000000,-0.000000,-1.000000
23.407494,-20.009169,2.707464,0.740951,-0.671559,0.000000
-6.154697,-18.697152,1.504718,-0.290284,-0.956941,0.000000
-8.471083,13.252893,4.568751,-0.000000,0.000000,1.000000
-4.267308,-20.084130,2.864858,-0.881921,-0.471397,0.000000
-15.162265,16.241630,-4.568751,0.000000,0.000000,-1.000000
12.789594,-13.376598,-4.568751,0.000000,-0.000000,-1.000000
-20.206579,-1.838620,-2.441113,-0.881922,0.471396,0.000000
-15.624915,26.521598,-3.145313,-0.514103,0.857729,0.000000
-26.067698,16.382202,-2.548847,-0.857729,0.514103,0.000000
-20.627160,10.730045,-1.743917,0.634395,0.773009,0.000000
-3.824368,-22.861890,-3.766959,-0.956940,0.290285,0.000000
3.446880,30.407956,4.568751,-0.000000,0.000000,1.000000
7.679202,-25.376749,1.164908,-0.098017,0.995185,0.000000
7.773771,-4.138465,0.602086,-0.881921,0.471397,0.000000
11.475488,28.586203,-4.085558,0.336890,0.941544,0.000000
-28.708330,11.134166,-0.713194,-0.941544,0.336890,0.000000
-6.515482,-17.081687,4.568751,-0.000000,0.000000,1.000000
18.828016,-24.358971,1.359131,0.595699,-0.803208,0.000000
9.353763,-19.359214,3.387011,-0.634393,-0.773011,0.000000
-27.184831,14.080769,4.568751,0.000000,-0.000000,1.000000
3.835389,-22.898221,-3.080996,0.956940,0.290285,-0.000000
-9.620042,29.250092,-1.626520,-0.336890,0.941544,0.000000
-27.650851,13.530589,-1.160262,-0.903989,0.427555,0.000000
27.468851,12.162160,-4.568751,0.000000,0.000000,-1.000000
14.226309,-10.681964,4.568751,-0.000000,-0.000000,1.000000
9.290093,29.368150,4.183319,0.336890,0.941544,-0.000000
22.865350,-16.114905,4.568751,0.000000,-0.000000,1.000000
-18.831264,-3.232275,4.568751,0.000000,-0.000000,1.000000
-23.829840,3.367700,3.092787,0.290285,-0.956940,0.000000
10.692084,28.866510,-1.733789,0.336890,0.941544,0.000000
-29.680378,8.191004,-0.807468,-0.970031,0.242980,0.000000
8.565725,2.100785,3.045671,-0.956940,-0.290285,0.000000
21.290129,-11.335091,0.611477,-0.773009,-0.634395,0.000000
4.458191,-24.119206,3.739827,0.773011,0.634393,0.000000
12.243920,-9.135775,-4.568751,0.000000,-0.000000,-1.000000
-18.305360,7.297005,4.568751,-0.000000,-0.000000,1.000000
2.710495,25.324394,4.568751,0.000000,-0.000000,1.000000
-0.353439,-8.814514,-3.483270,0.098017,0.995185,-0.000000
-17.879037,-16.921984,4.189538,-0.290284,0.956941,0.000000
-24.156114,-6.962544,4.568751,0.000000,-0.000000,1.000000
5.443657,19.000616,3.850257,0.471398,0.881921,0.000000
-22.188385,18.427356,4.568751,-0.000000,-0.000000,1.000000
8.354939,18.765279,1.414698,-0.290284,0.956941,0.000000
-10.025271,20.098211,-0.704877,0.881921,0.471397,0.000000
5.089396,24.735413,-2.614966,0.634393,-0.773011,0.000000
2.338080,-13.166213,4.568751,0.000000,0.000000,1.000000
16.446570,26.029117,3.262560,0.514103,0.857729,-0.000000
-30.048519,-5.247429,-4.568751,0.000000,0.000000,-1.000000
6.850151,7.577358,4.568751,-0.000000,0.000000,1.000000
14.327677,-23.778486,-4.568751,0.000000,0.000000,-1.000000
4.324186,30.476519,-2.196729,0.146731,0.989176,0.000000
-19.731910,-19.220246,-4.568751,0.000000,0.000000,-1.000000
-20.634805,8.285955,4.568751,-0.000000,-0.000000,1.000000
-24.583334,-18.368877,4.568751,0.000000,-0.000000,1.000000
9.778034,29.193562,-4.007670,0.336890,0.941544,0.000000
-8.637461,-25.073262,1.558611,0.471398,0.881921,0.000000
-24.343375,-3.379698,-4.568751,0.000000,0.000000,-1.000000
-9.245033,-24.694891,3.047881,0.634393,0.773011,0.000000
-8.938047,-24.912595,-1.702396,0.471398,0.881921,-0.000000
2.852819,16.104107,-4.568751,0.000000,-0.000000,-1.000000
0.806259,-15.862176,-4.568751,0.000000,0.000000,-1.000000
19.708652,0.427665,-4.315633,0.995185,-0.098017,0.000000
-5.916483,30.240323,3.383005,-0.146731,0.989176,0.000000
-4.681011,19.574159,3.974587,-0.773011,0.634393,0.000000
-22.306560,18.692805,-4.568751,0.000000,0.000000,-1.000000
-2.442068,11.732271,-4.568751,0.000000,0.000000,-1.000000
9.656650,24.326610,-0.484231,-0.773011,-0.634392,0.000000
9.403185,19.399773,3.206956,-0.634393,0.773011,0.000000
-22.189492,21.353029,2.553728,-0.740951,0.671559,0.000000
8.842710,-0.067164,3.533306,-0.995185,0.098017,0.000000
-3.870383,15.232291,-4.568751,0.000000,0.000000,-1.000000
0.091463,-8.840317,3.495912,-0.098017,0.995185,-0.000000
15.301061,13.089859,-0.918314,0.995185,0.098017,0.000000
-25.561770,-2.424663,3.753845,0.773011,0.634393,0.000000
-3.273714,-8.209921,1.433478,0.290285,0.956940,-0.000000
6.407497,26.822206,-4.568751,0.000000,0.000000,-1.000000
-4.010601,-25.365161,4.568751,-0.000000,-0.000000,1.000000
26.541352,0.198202,1.697580,-0.995185,-0.098017,0.000000
16.511764,-24.205005,-4.568751,0.000000,-0.000000,-1.000000
15.779628,15.400890,3.250952,0.881922,-0.471395,0.000000
6.306821,27.211999,4.568751,0.000000,-0.000000,1.000000
-9.077025,-2.276020,4.568751,0.000000,-0.000000,1.000000
-26.164985,-9.732229,4.568751,0.000000,-0.000000,1.000000
6.269985,-6.242106,-1.432362,-0.773011,0.634393,0.000000
26.556432,-0.045095,3.234046,-0.995185,0.098017,0.000000
