x,y,z,nx,ny,nz
-50.929437,14.864739,-0.436720,-0.953717,0.300706,0.000000
14.192464,-28.511042,-3.452929,0.000000,0.000000,-1.000000
16.193876,10.796137,3.452929,0.000000,-0.000000,1.000000
-31.816479,18.924594,-3.452929,0.000000,0.000000,-1.000000
38.683450,-32.547535,-3.452929,0.000000,0.000000,-1.000000
14.190151,-30.717724,-3.452929,0.000000,0.000000,-1.000000
26.220891,-41.590842,-3.452929,0.000000,-0.000000,-1.000000
-3.052096,24.254183,3.452929,0.000000,-0.000000,1.000000
-23.400213,-28.285893,-3.452929,0.000000,0.000000,-1.000000
-3.989891,-19.625995,3.452929,-0.000000,0.000000,1.000000
35.363596,-39.538557,1.669847,0.675590,-0.737277,0.000000
31.270751,-23.081476,3.452929,-0.000000,-0.000000,1.000000
-25.845324,-41.635039,-3.452929,0.000000,-0.000000,-1.000000
43.155172,30.890397,-2.945431,0.793353,0.608761,0.000000
-27.167506,-38.684823,3.452929,0.000000,-0.000000,1.000000
-21.421879,-43.121734,-3.452929,0.000000,0.000000,-1.000000
-47.603159,-10.965307,-3.452929,0.000000,0.000000,-1.000000
4.371603,-17.124775,-3.452929,0.000000,0.000000,-1.000000
-12.937755,31.000834,-3.452929,0.000000,0.000000,-1.000000
-17.045760,9.852376,-3.452929,0.000000,-0.000000,-1.000000
24.479808,47.055415,-0.065677,0.461749,0.887011,0.000000
-38.883640,21.556561,3.452929,-0.000000,-0.000000,1.000000
46.505011,24.427893,3.452929,0.000000,-0.000000,1.000000
42.287440,27.200945,3.452929,0.000000,-0.000000,1.000000
4.017857,-14.705282,-2.493374,-0.290285,0.956940,0.000000
35.970024,-38.982868,2.792167,0.675590,-0.737277,0.000000
-42.368693,31.915356,-0.573628,-0.793353,0.608761,0.000000
-7.563851,-50.791100,3.452929,-0.000000,0.000000,1.000000
-34.575628,-30.150481,-2.441481,0.881921,-0.471397,0.000000
-43.209921,-5.166959,-3.452929,0.000000,0.000000,-1.000000
-20.221020,-46.936417,3.452929,-0.000000,0.000000,1.000000
-5.070214,49.516586,3.452929,-0.000000,-0.000000,1.000000
51.359704,-11.449743,3.452929,-0.000000,0.000000,1.000000
2.649548,23.377390,3.452929,-0.000000,0.000000,1.000000
-36.393803,-1.964469,-3.452929,0.000000,0.000000,-1.000000
13.418855,42.046987,3.452929,0.000000,-0.000000,1.000000
2.735710,33.150027,3.452929,-0.000000,0.000000,1.000000
-15.213721,-0.999187,-0.676542,0.995185,0.098017,-0.000000
9.123777,-12.225368,1.819300,-0.634393,0.773010,0.000000
-45.404477,14.359814,-3.452929,0.000000,0.000000,-1.000000
2.135483,-30.457355,-3.452929,0.000000,0.000000,-1.000000
-34.227549,29.551070,-3.452929,0.000000,0.000000,-1.000000
26.161058,-37.140603,3.452929,-0.000000,0.000000,1.000000
17.078107,44.967421,3.452929,0.000000,-0.000000,1.000000
28.437752,-11.085680,3.452929,-0.000000,0.000000,1.000000
-20.853836,-48.774501,1.583688,-0.382683,-0.923880,0.000000
-19.871276,-34.875299,-3.452929,0.000000,0.000000,-1.000000
-27.993991,41.886129,3.452929,-0.000000,-0.000000,1.000000
-40.707375,34.080428,1.348459,-0.793353,0.608761,0.000000
31.735670,11.428918,-3.452929,0.000000,0.000000,-1.000000
14.558057,29.659765,3.452929,0.000000,-0.000000,1.000000
-19.821163,42.458810,-3.452929,0.000000,0.000000,-1.000000
43.897731,11.001499,-3.452929,0.000000,0.000000,-1.000000
-37.044251,-21.201039,3.452929,0.000000,-0.000000,1.000000
-24.865056,-32.272794,3.452929,-0.000000,0.000000,1.000000
-2.698971,-25.902903,-3.452929,0.000000,0.000000,-1.000000
-39.158922,26.546370,-3.452929,0.000000,0.000000,-1.000000
-23.858158,36.797345,3.452929,-0.000000,-0.000000,1.000000
48.632762,-1.485164,-3.452929,0.000000,0.000000,-1.000000
-25.280294,-18.226418,-3.452929,0.000000,0.000000,-1.000000
-49.126813,-20.003280,-1.783928,-0.923880,-0.382683,-0.000000
38.056708,21.390306,3.452929,0.000000,-0.000000,1.000000
12.890558,-8.209524,-2.623911,-0.881921,0.471397,0.000000
34.505125,30.059403,-0.934894,-0.773013,0.634390,0.000000
39.729024,-11.616854,3.452929,-0.000000,0.000000,1.000000
7.724756,-36.911885,3.452929,0.000000,-0.000000,1.000000
-51.233954,1.134101,-3.452929,0.000000,0.000000,-1.000000
50.778878,10.037814,-3.452929,0.000000,0.000000,-1.000000
6.964681,32.699287,-3.452929,0.000000,0.000000,-1.000000
39.801904,12.149505,3.452929,0.000000,-0.000000,1.000000
27.062889,28.754117,3.452929,0.000000,-0.000000,1.000000
29.584730,-37.150527,-3.452929,0.000000,-0.000000,-1.000000
30.731865,40.690452,-3.452929,0.000000,0.000000,-1.000000
-8.228623,12.880350,0.160050,0.471397,-0.881921,0.000000
-30.875972,-43.166240,3.191748,-0.608761,-0.793353,0.000000
33.037627,21.973654,3.452929,0.000000,-0.000000,1.000000
30.956794,-28.443089,-3.452929,0.000000,-0.000000,-1.000000
-39.106826,-35.259064,3.452929,-0.000000,0.000000,1.000000
-26.403015,43.695001,-3.452929,0.000000,0.000000,-1.000000
43.113336,30.944919,-2.248056,0.793353,0.608761,0.000000
-30.694060,-12.337119,3.452929,0.000000,-0.000000,1.000000
16.999783,20.780169,3.452929,0.000000,-0.000000,1.000000
5.407138,-17.359896,3.452929,0.000000,0.000000,1.000000
16.218422,17.959269,3.452929,0.000000,-0.000000,1.000000
3.436617,-16.731065,3.452929,0.000000,-0.000000,1.000000
-7.821294,-41.541678,3.452929,-0.000000,0.000000,1.000000
46.171026,26.178702,2.453035,0.887011,0.461749,-0.000000
-33.775220,-40.850122,3.452929,-0.000000,0.000000,1.000000
-52.623751,6.654849,2.383158,-0.991445,0.130526,0.000000
12.517098,-36.369803,-3.452929,0.000000,0.000000,-1.000000
41.614270,-13.635265,3.452929,-0.000000,0.000000,1.000000
22.671590,11.785593,3.452929,-0.000000,0.000000,1.000000
33.686998,-13.137480,-3.452929,0.000000,-0.000000,-1.000000
52.825081,-5.125598,-1.255610,0.991445,-0.130526,0.000000
47.115724,24.363955,1.304498,0.887011,0.461749,-0.000000
17.401272,16.434099,-3.452929,0.000000,0.000000,-1.000000
-28.598437,44.672319,1.737678,-0.537299,0.843392,0.000000
26.190262,-21.748637,3.452929,-0.000000,0.000000,1.000000
20.428176,-37.084941,3.452929,0.000000,-0.000000,1.000000
0.196785,-22.729558,-3.452929,0.000000,0.000000,-1.000000
31.683553,-11.512767,3.452929,-0.000000,0.000000,1.000000
44.824301,28.359873,2.925580,0.843392,0.537299,-0.000000
-9.558264,51.279212,3.452929,0.000000,0.000000,1.000000
46.786236,-24.996896,2.675055,0.887011,-0.461749,0.000000
27.790602,1.673330,-3.452929,0.000000,0.000000,-1.000000
52.451334,-7.964479,-3.278251,0.991445,-0.130526,0.000000
-4.328098,-28.072612,-3.452929,0.000000,0.000000,-1.000000
46.917561,2.645721,-2.740068,-0.634395,-0.773009,0.000000
47.239767,9.495252,3.452929,0.000000,-0.000000,1.000000
-33.388354,13.031075,-3.452929,0.000000,0.000000,-1.000000
6.253180,36.120368,3.452929,0.000000,-0.000000,1.000000
