x,y,z,nx,ny,nz
-18.714090,0.235731,28.887972,0.000000,0.000000,1.000000
-2.427389,7.645827,-11.389928,-0.321439,0.946930,0.000000
6.155944,-7.080412,20.192429,0.000000,0.000000,-1.000000
-2.916164,1.044707,20.469481,0.956940,-0.290285,0.000000
2.588997,-1.719499,10.216411,-0.881921,0.471397,0.000000
0.919651,22.624934,24.494459,0.065403,0.997859,-0.000000
-9.927495,-12.806010,22.077525,0.773010,-0.634393,0.000000
14.655276,-12.898257,-20.192429,-0.000000,0.000000,1.000000
4.989023,-22.087740,-20.519107,0.195090,-0.980785,0.000000
-7.337787,-3.254122,16.172195,-0.896873,-0.442289,0.000000
-18.284265,-13.380542,-21.282641,-0.831470,-0.555570,0.000000
-7.788542,21.261437,21.261087,-0.321439,0.946930,0.000000
-6.336688,4.938453,11.307931,-0.751840,0.659346,0.000000
-7.285537,21.432185,20.521349,-0.321439,0.946930,0.000000
-6.563521,12.613896,24.247511,-0.773010,0.634393,0.000000
21.841093,-6.080933,-27.702378,0.946930,-0.321439,0.000000
-19.767006,-11.097167,-28.133616,-0.896873,-0.442289,0.000000
13.293476,-4.975290,-28.887972,0.000000,-0.000000,-1.000000
-6.129891,20.972021,-20.192429,0.000000,-0.000000,1.000000
-8.814619,20.892634,-21.643437,-0.442289,0.896873,0.000000
-9.768250,-16.276164,20.192429,0.000000,-0.000000,-1.000000
16.869746,4.773969,20.192429,0.000000,0.000000,-1.000000
1.058571,2.911959,-24.363091,-0.290285,-0.956940,0.000000
22.487585,2.978868,28.581267,0.980785,0.195090,0.000000
-9.854105,-1.243837,20.192429,0.000000,0.000000,-1.000000
9.735134,20.438687,-25.029733,0.442289,0.896873,-0.000000
1.120034,-7.954661,-18.438907,0.195090,-0.980785,0.000000
-1.439533,-22.590859,24.695984,-0.065403,-0.997859,0.000000
-6.665196,-21.642762,22.247897,-0.321439,-0.946930,0.000000
-15.765809,16.282086,24.811822,-0.659346,0.751840,0.000000
21.919706,5.833786,-24.255610,0.980785,0.195090,-0.000000
-17.866232,-1.601780,-27.106351,0.634392,0.773011,-0.000000
-5.434290,-18.113571,28.887972,-0.000000,-0.000000,1.000000
-11.776341,14.147492,28.887972,0.000000,0.000000,1.000000
-3.125991,7.400974,-8.807100,-0.442289,0.896873,0.000000
0.674752,-11.078911,-20.192429,0.000000,-0.000000,1.000000
4.020925,-6.959263,-2.030069,0.555570,-0.831470,0.000000
-3.417995,13.235743,-20.192429,0.000000,-0.000000,1.000000
-21.034653,8.456627,23.017109,-0.946930,0.321439,0.000000
4.745612,-10.858790,20.192429,0.000000,0.000000,-1.000000
20.762923,9.077648,-28.365144,0.896873,0.442289,0.000000
19.570696,-1.314566,20.192429,0.000000,0.000000,-1.000000
-9.759808,20.426519,21.346993,-0.442289,0.896873,0.000000
-14.451871,-1.169550,-21.538381,-0.881921,0.471397,0.000000
10.357838,-14.451471,-25.591982,-0.995185,0.098018,0.000000
5.976009,16.938330,28.887972,-0.000000,0.000000,1.000000
-10.746094,16.207914,-28.887972,0.000000,-0.000000,-1.000000
-1.931208,10.148639,20.192429,0.000000,0.000000,-1.000000
-17.378495,10.075979,20.192429,0.000000,-0.000000,-1.000000
-3.438366,7.246928,13.628964,-0.442289,0.896873,0.000000
8.276001,11.934529,-20.332223,-0.098018,0.995185,0.000000
-21.947978,5.691657,23.551938,-0.980785,0.195090,0.000000
22.583973,-1.544605,-23.896504,0.997859,-0.065403,0.000000
2.392655,1.961418,-9.008706,-0.773011,-0.634393,0.000000
0.370041,-8.512844,20.192429,0.000000,0.000000,-1.000000
8.422775,-5.920210,28.887972,0.000000,0.000000,1.000000
22.637719,-0.724586,-22.512362,0.997859,-0.065403,0.000000
12.664207,-15.378369,-28.887972,0.000000,0.000000,-1.000000
7.389756,11.336978,20.192429,0.000000,0.000000,-1.000000
-1.416981,22.592338,-26.300483,-0.065403,0.997859,0.000000
13.668519,-5.784578,28.887972,-0.000000,0.000000,1.000000
-6.332455,4.943280,-11.758540,-0.751840,0.659346,0.000000
20.080445,-10.461577,22.798442,0.896873,-0.442289,0.000000
-17.629139,1.796356,23.718680,0.634392,-0.773011,0.000000
3.459983,-7.236267,10.569770,0.442289,-0.896873,0.000000
21.912867,5.868172,26.660822,0.980785,0.195090,-0.000000
16.889571,-15.073106,-22.869680,0.751840,-0.659346,0.000000
4.872996,-10.039898,-28.887972,0.000000,-0.000000,-1.000000
2.594528,-7.589091,10.792680,0.321439,-0.946930,0.000000
-17.357172,-8.732627,-20.192429,-0.000000,0.000000,1.000000
-14.768429,-17.156765,21.077212,-0.659346,-0.751840,-0.000000
-0.561359,-15.772822,28.887972,0.000000,0.000000,1.000000
-10.950532,-19.839319,28.750961,-0.442289,-0.896873,0.000000
-17.728026,-5.777895,-28.887972,0.000000,-0.000000,-1.000000
16.482629,3.811469,28.887972,0.000000,0.000000,1.000000
-3.126704,13.210254,-20.192429,0.000000,-0.000000,1.000000
11.528206,12.333148,28.887972,-0.000000,-0.000000,1.000000
15.056525,-1.811915,24.120282,0.634393,0.773010,0.000000
-6.362797,15.431718,-24.713518,-0.773010,-0.634393,0.000000
3.051457,-0.582493,-24.330790,-0.995185,0.098017,0.000000
-6.810130,-4.244118,14.988379,-0.831470,-0.555570,0.000000
-9.170422,-20.717172,22.348914,-0.442289,-0.896873,0.000000
5.219695,-7.464621,-28.887972,0.000000,-0.000000,-1.000000
2.561779,22.517304,24.216667,0.065403,0.997859,0.000000
-0.320681,-3.077243,20.402441,0.098017,0.995185,0.000000
3.420500,7.255738,14.779872,0.442289,0.896873,-0.000000
-10.986251,-13.673071,20.192429,0.000000,0.000000,-1.000000
-14.169097,9.371228,-20.192429,-0.000000,-0.000000,1.000000
5.229835,17.152789,-28.887972,0.000000,-0.000000,-1.000000
1.381760,21.476610,-20.192429,0.000000,-0.000000,1.000000
-5.950809,1.599718,28.887972,-0.000000,-0.000000,1.000000
